[25/05/26 13:07:13] [utils.py:   82]: PyTorch Version: torch=2.5.0+cu124, cuda=12.4, cudnn=90100
[25/05/26 13:07:13] [utils.py:   83]: BN:
  EPS: 1e-05
  MOM: 0.1
CKPT_DIR: ./ckpt
CORRUPTION:
  DATASET: cifar10
  IMG_SIZE: 32
  NUM_CHANNEL: 3
  NUM_CLASSES: 10
  NUM_EX: 10000
  SEVERITY: [5, 4, 3, 2, 1]
  TYPE: ['gaussian_noise', 'shot_noise', 'impulse_noise', 'defocus_blur', 'glass_blur', 'motion_blur', 'zoom_blur', 'snow', 'frost', 'fog', 'brightness', 'contrast', 'elastic_transform', 'pixelate', 'jpeg_compression']
CUDNN:
  BENCHMARK: True
DATA_DIR: /scratch-shared/tea3/cifar10
DESC: 
EARLY_STOP_BEGIN: 70
EARLY_STOP_PATIENCE: 30
EATA:
  D_MARGIN: 0.05
  E_MARGIN: 2.763102111592855
  FISHER_ALPHA: 2000.0
  FISHER_SIZE: 2000
  USE_FISHER: False
EBM:
  BUFFER_SIZE: 10000
  REINIT_FREQ: 0.05
  SGLD_LR: 1.0
  SGLD_STD: 0.01
  STEPS: 20
  UNCOND: uncond
LOG_DEST: ttt_bn_adam-1-0.001-200_250526-130713.txt
LOG_TIME: 250526-130713
MODEL:
  ADAPTATION: ttt
  ADA_PARAM: ['bn']
  ARCH: WRN2810_TTT
  CHECKPOINT_PTH: None
  EPISODIC: False
OPTIM:
  BATCH_SIZE: 200
  BETA: 0.9
  CLIP_NORM: False
  DAMPENING: 0.0
  LAMBDA_CLS: 1.0
  LAMBDA_ENERGY: 1.0
  LR: 0.001
  METHOD: Adam
  MOMENTUM: 0.9
  NESTEROV: True
  N_EPOCHS: 200
  SCHEDULER_GAMMA: 0.2
  SCHEDULER_MILESTONES: [60, 120, 160]
  STEPS: 1
  TEST_BATCH_SIZE: 128
  WARMUP_START_LR: 1e-06
  WARMUP_STEPS: 1000
  WD: 0.0
OPTIM_ENERGY:
  BATCH_SIZE: 128
  BETA: 0.9
  CLIP_NORM: False
  DAMPENING: 0.0
  LR: 0.001
  METHOD: Adam
  MOMENTUM: 0.9
  NESTEROV: True
  STEPS: 1
  WD: 0.0
PL:
  ALPHA: 0.1
  THRESHOLD: 0.9
RNG_SEED: 511
SAR:
  MARGIN_E0: 2.763102111592855
SAVE_DIR: ./save/cifar10/bn-wrn-28-10-ttt
SHOT:
  CLF_COEFF: 0.1
  THRESHOLD: 0.9
TEST:
  
[25/05/26 13:08:12] [ttt_eval.py:  212]: Test set Accuracy: 0.8763
[25/05/26 13:35:59] [ttt_eval.py:  184]: acc % [motion_blur2]: 80.13%
[25/05/26 13:36:56] [ttt_eval.py:  184]: acc % [motion_blur1]: 84.08%
[25/05/26 13:37:54] [ttt_eval.py:  184]: acc % [zoom_blur5]: 73.02%
[25/05/26 13:38:51] [ttt_eval.py:  184]: acc % [zoom_blur4]: 76.46%
[25/05/26 13:39:49] [ttt_eval.py:  184]: acc % [zoom_blur3]: 74.13%
[25/05/26 13:40:46] [ttt_eval.py:  184]: acc % [zoom_blur2]: 75.74%
[25/05/26 13:41:44] [ttt_eval.py:  184]: acc % [zoom_blur1]: 75.30%
[25/05/26 13:42:41] [ttt_eval.py:  184]: acc % [snow5]: 67.87%
[25/05/26 13:43:38] [ttt_eval.py:  184]: acc % [snow4]: 74.54%
[25/05/26 13:44:36] [ttt_eval.py:  184]: acc % [snow3]: 73.65%
[25/05/26 13:45:33] [ttt_eval.py:  184]: acc % [snow2]: 72.77%
[25/05/26 13:46:31] [ttt_eval.py:  184]: acc % [snow1]: 80.09%
[25/05/26 13:47:28] [ttt_eval.py:  184]: acc % [frost5]: 70.93%
[25/05/26 13:48:26] [ttt_eval.py:  184]: acc % [frost4]: 76.39%
[25/05/26 13:49:23] [ttt_eval.py:  184]: acc % [frost3]: 77.15%
[25/05/26 13:50:21] [ttt_eval.py:  184]: acc % [frost2]: 80.77%
[25/05/26 13:51:18] [ttt_eval.py:  184]: acc % [frost1]: 84.11%
[25/05/26 13:52:15] [ttt_eval.py:  184]: acc % [fog5]: 75.03%
[25/05/26 13:53:13] [ttt_eval.py:  184]: acc % [fog4]: 82.30%
[25/05/26 13:54:10] [ttt_eval.py:  184]: acc % [fog3]: 84.67%
[25/05/26 13:55:08] [ttt_eval.py:  184]: acc % [fog2]: 86.28%
[25/05/26 13:56:05] [ttt_eval.py:  184]: acc % [fog1]: 87.12%
[25/05/26 13:57:03] [ttt_eval.py:  184]: acc % [brightness5]: 85.15%
[25/05/26 13:58:00] [ttt_eval.py:  184]: acc % [brightness4]: 87.02%
[25/05/26 13:58:58] [ttt_eval.py:  184]: acc % [brightness3]: 87.16%
[25/05/26 13:59:55] [ttt_eval.py:  184]: acc % [brightness2]: 87.86%
[25/05/26 14:00:52] [ttt_eval.py:  184]: acc % [brightness1]: 88.06%
[25/05/26 14:01:50] [ttt_eval.py:  184]: acc % [contrast5]: 72.84%
[25/05/26 14:02:47] [ttt_eval.py:  184]: acc % [contrast4]: 81.81%
[25/05/26 14:03:45] [ttt_eval.py:  184]: acc % [contrast3]: 82.60%
[25/05/26 14:04:42] [ttt_eval.py:  184]: acc % [contrast2]: 85.30%
[25/05/26 14:05:40] [ttt_eval.py:  184]: acc % [contrast1]: 87.49%
[25/05/26 14:06:37] [ttt_eval.py:  184]: acc % [elastic_transform5]: 74.58%
[25/05/26 14:07:35] [ttt_eval.py:  184]: acc % [elastic_transform4]: 78.86%
[25/05/26 14:08:32] [ttt_eval.py:  184]: acc % [elastic_transform3]: 81.06%
[25/05/26 14:09:29] [ttt_eval.py:  184]: acc % [elastic_transform2]: 82.84%
[25/05/26 14:10:27] [ttt_eval.py:  184]: acc % [elastic_transform1]: 83.39%
[25/05/26 14:11:24] [ttt_eval.py:  184]: acc % [pixelate5]: 74.55%
[25/05/26 14:12:22] [ttt_eval.py:  184]: acc % [pixelate4]: 81.88%
[25/05/26 14:13:19] [ttt_eval.py:  184]: acc % [pixelate3]: 82.86%
[25/05/26 14:14:17] [ttt_eval.py:  184]: acc % [pixelate2]: 84.82%
[25/05/26 14:15:14] [ttt_eval.py:  184]: acc % [pixelate1]: 85.85%
[25/05/26 14:16:11] [ttt_eval.py:  184]: acc % [jpeg_compression5]: 75.73%
[25/05/26 14:17:09] [ttt_eval.py:  184]: acc % [jpeg_compression4]: 74.59%
[25/05/26 14:18:06] [ttt_eval.py:  184]: acc % [jpeg_compression3]: 77.49%
[25/05/26 14:19:04] [ttt_eval.py:  184]: acc % [jpeg_compression2]: 78.97%
[25/05/26 14:20:01] [ttt_eval.py:  184]: acc % [jpeg_compression1]: 82.60%
[25/05/26 14:20:01] [ttt_eval.py:  190]: 
                         1         2        3         4         5       avg
gaussian_noise     0.70220  0.715800  0.71660  0.810800  0.831100  0.755300
shot_noise         0.72470  0.765500  0.78440  0.841100  0.857100  0.794560
impulse_noise      0.61360  0.692100  0.75100  0.784100  0.832800  0.734720
defocus_blur       0.82430  0.854700  0.87010  0.876900  0.880400  0.861280
glass_blur         0.56740  0.536400  0.68940  0.654800  0.660900  0.621780
motion_blur        0.68970  0.751700  0.74170  0.801300  0.840800  0.765040
zoom_blur          0.73020  0.764600  0.74130  0.757400  0.753000  0.749300
snow               0.67870  0.745400  0.73650  0.727700  0.800900  0.737840
frost              0.70930  0.763900  0.77150  0.807700  0.841100  0.778700
fog                0.75030  0.823000  0.84670  0.862800  0.871200  0.830800
brightness         0.85150  0.870200  0.87160  0.878600  0.880600  0.870500
contrast           0.72840  0.818100  0.82600  0.853000  0.874900  0.820080
elastic_transform  0.74580  0.788600  0.81060  0.828400  0.833900  0.801460
pixelate           0.74550  0.818800  0.82860  0.848200  0.858500  0.819920
jpeg_compression   0.75730  0.745900  0.77490  0.789700  0.826000  0.778760
average            0.72126  0.763647  0.78406  0.808167  0.829547  0.781336
Building model...
Files already downloaded and verified
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
