[25/05/26 13:08:45] [utils.py:   82]: PyTorch Version: torch=2.5.0+cu124, cuda=12.4, cudnn=90100
[25/05/26 13:08:45] [utils.py:   83]: BN:
  EPS: 1e-05
  MOM: 0.1
CKPT_DIR: ./ckpt
CORRUPTION:
  DATASET: cifar10
  IMG_SIZE: 32
  NUM_CHANNEL: 3
  NUM_CLASSES: 10
  NUM_EX: 10000
  SEVERITY: [5, 4, 3, 2, 1]
  TYPE: ['gaussian_noise', 'shot_noise', 'impulse_noise', 'defocus_blur', 'glass_blur', 'motion_blur', 'zoom_blur', 'snow', 'frost', 'fog', 'brightness', 'contrast', 'elastic_transform', 'pixelate', 'jpeg_compression']
CUDNN:
  BENCHMARK: True
DATA_DIR: /scratch-shared/tea3/cifar10
DESC: 
EARLY_STOP_BEGIN: 70
EARLY_STOP_PATIENCE: 30
EATA:
  D_MARGIN: 0.05
  E_MARGIN: 2.763102111592855
  FISHER_ALPHA: 2000.0
  FISHER_SIZE: 2000
  USE_FISHER: False
EBM:
  BUFFER_SIZE: 10000
  REINIT_FREQ: 0.05
  SGLD_LR: 1.0
  SGLD_STD: 0.01
  STEPS: 20
  UNCOND: uncond
LOG_DEST: ttt_bn_adam-1-0.001-200_250526-130845.txt
LOG_TIME: 250526-130845
MODEL:
  ADAPTATION: ttt
  ADA_PARAM: ['bn']
  ARCH: WRN2810_TTT
  CHECKPOINT_PTH: None
  EPISODIC: False
OPTIM:
  BATCH_SIZE: 200
  BETA: 0.9
  CLIP_NORM: False
  DAMPENING: 0.0
  LAMBDA_CLS: 1.0
  LAMBDA_ENERGY: 1.0
  LR: 0.001
  METHOD: Adam
  MOMENTUM: 0.9
  NESTEROV: True
  N_EPOCHS: 200
  SCHEDULER_GAMMA: 0.2
  SCHEDULER_MILESTONES: [60, 120, 160]
  STEPS: 1
  TEST_BATCH_SIZE: 128
  WARMUP_START_LR: 1e-06
  WARMUP_STEPS: 1000
  WD: 0.0
OPTIM_ENERGY:
  BATCH_SIZE: 128
  BETA: 0.9
  CLIP_NORM: False
  DAMPENING: 0.0
  LR: 0.001
  METHOD: Adam
  MOMENTUM: 0.9
  NESTEROV: True
  STEPS: 1
  WD: 0.0
PL:
  ALPHA: 0.1
  THRESHOLD: 0.9
RNG_SEED: 91
SAR:
  MARGIN_E0: 2.763102111592855
SAVE_DIR: ./save/cifar10/bn-wrn-28-10-ttt
SHOT:
  CLF_COEFF: 0.1
  THRESHOLD: 0.9
TEST:
  
[25/05/26 13:09:57] [ttt_eval.py:  212]: Test set Accuracy: 0.8754
[25/05/26 13:37:42] [ttt_eval.py:  184]: acc % [motion_blur2]: 79.67%
[25/05/26 13:38:40] [ttt_eval.py:  184]: acc % [motion_blur1]: 83.71%
[25/05/26 13:39:37] [ttt_eval.py:  184]: acc % [zoom_blur5]: 72.81%
[25/05/26 13:40:35] [ttt_eval.py:  184]: acc % [zoom_blur4]: 78.46%
[25/05/26 13:41:32] [ttt_eval.py:  184]: acc % [zoom_blur3]: 75.63%
[25/05/26 13:42:30] [ttt_eval.py:  184]: acc % [zoom_blur2]: 77.79%
[25/05/26 13:43:27] [ttt_eval.py:  184]: acc % [zoom_blur1]: 73.99%
[25/05/26 13:44:24] [ttt_eval.py:  184]: acc % [snow5]: 69.56%
[25/05/26 13:45:22] [ttt_eval.py:  184]: acc % [snow4]: 73.38%
[25/05/26 13:46:19] [ttt_eval.py:  184]: acc % [snow3]: 72.62%
[25/05/26 13:47:17] [ttt_eval.py:  184]: acc % [snow2]: 72.42%
[25/05/26 13:48:14] [ttt_eval.py:  184]: acc % [snow1]: 80.52%
[25/05/26 13:49:12] [ttt_eval.py:  184]: acc % [frost5]: 70.39%
[25/05/26 13:50:09] [ttt_eval.py:  184]: acc % [frost4]: 77.03%
[25/05/26 13:51:07] [ttt_eval.py:  184]: acc % [frost3]: 76.58%
[25/05/26 13:52:04] [ttt_eval.py:  184]: acc % [frost2]: 81.46%
[25/05/26 13:53:02] [ttt_eval.py:  184]: acc % [frost1]: 82.93%
[25/05/26 13:53:59] [ttt_eval.py:  184]: acc % [fog5]: 73.32%
[25/05/26 13:54:57] [ttt_eval.py:  184]: acc % [fog4]: 82.63%
[25/05/26 13:55:54] [ttt_eval.py:  184]: acc % [fog3]: 85.07%
[25/05/26 13:56:52] [ttt_eval.py:  184]: acc % [fog2]: 86.55%
[25/05/26 13:57:49] [ttt_eval.py:  184]: acc % [fog1]: 86.30%
[25/05/26 13:58:47] [ttt_eval.py:  184]: acc % [brightness5]: 85.25%
[25/05/26 13:59:44] [ttt_eval.py:  184]: acc % [brightness4]: 86.02%
[25/05/26 14:00:41] [ttt_eval.py:  184]: acc % [brightness3]: 88.14%
[25/05/26 14:01:39] [ttt_eval.py:  184]: acc % [brightness2]: 87.97%
[25/05/26 14:02:36] [ttt_eval.py:  184]: acc % [brightness1]: 88.28%
[25/05/26 14:03:34] [ttt_eval.py:  184]: acc % [contrast5]: 74.90%
[25/05/26 14:04:31] [ttt_eval.py:  184]: acc % [contrast4]: 81.51%
[25/05/26 14:05:28] [ttt_eval.py:  184]: acc % [contrast3]: 81.95%
[25/05/26 14:06:26] [ttt_eval.py:  184]: acc % [contrast2]: 85.06%
[25/05/26 14:07:23] [ttt_eval.py:  184]: acc % [contrast1]: 87.58%
[25/05/26 14:08:21] [ttt_eval.py:  184]: acc % [elastic_transform5]: 75.93%
[25/05/26 14:09:18] [ttt_eval.py:  184]: acc % [elastic_transform4]: 78.40%
[25/05/26 14:10:15] [ttt_eval.py:  184]: acc % [elastic_transform3]: 82.29%
[25/05/26 14:11:13] [ttt_eval.py:  184]: acc % [elastic_transform2]: 84.13%
[25/05/26 14:12:10] [ttt_eval.py:  184]: acc % [elastic_transform1]: 82.79%
[25/05/26 14:13:07] [ttt_eval.py:  184]: acc % [pixelate5]: 75.96%
[25/05/26 14:14:05] [ttt_eval.py:  184]: acc % [pixelate4]: 81.26%
[25/05/26 14:15:02] [ttt_eval.py:  184]: acc % [pixelate3]: 83.28%
[25/05/26 14:16:00] [ttt_eval.py:  184]: acc % [pixelate2]: 85.41%
[25/05/26 14:16:57] [ttt_eval.py:  184]: acc % [pixelate1]: 85.71%
[25/05/26 14:17:54] [ttt_eval.py:  184]: acc % [jpeg_compression5]: 74.63%
[25/05/26 14:18:52] [ttt_eval.py:  184]: acc % [jpeg_compression4]: 75.15%
[25/05/26 14:19:49] [ttt_eval.py:  184]: acc % [jpeg_compression3]: 79.12%
[25/05/26 14:20:46] [ttt_eval.py:  184]: acc % [jpeg_compression2]: 78.31%
[25/05/26 14:21:44] [ttt_eval.py:  184]: acc % [jpeg_compression1]: 82.09%
[25/05/26 14:21:44] [ttt_eval.py:  190]: 
                          1         2        3         4         5       avg
gaussian_noise     0.690300  0.714600  0.73490  0.799000  0.824400  0.752640
shot_noise         0.718900  0.761800  0.78040  0.831000  0.860300  0.790480
impulse_noise      0.591400  0.676800  0.74780  0.787200  0.825700  0.725780
defocus_blur       0.829400  0.857800  0.86700  0.881000  0.879400  0.862920
glass_blur         0.565700  0.566900  0.68370  0.662400  0.682000  0.632140
motion_blur        0.697400  0.726700  0.76870  0.796700  0.837100  0.765320
zoom_blur          0.728100  0.784600  0.75630  0.777900  0.739900  0.757360
snow               0.695600  0.733800  0.72620  0.724200  0.805200  0.737000
frost              0.703900  0.770300  0.76580  0.814600  0.829300  0.776780
fog                0.733200  0.826300  0.85070  0.865500  0.863000  0.827740
brightness         0.852500  0.860200  0.88140  0.879700  0.882800  0.871320
contrast           0.749000  0.815100  0.81950  0.850600  0.875800  0.822000
elastic_transform  0.759300  0.784000  0.82290  0.841300  0.827900  0.807080
pixelate           0.759600  0.812600  0.83280  0.854100  0.857100  0.823240
jpeg_compression   0.746300  0.751500  0.79120  0.783100  0.820900  0.778600
average            0.721373  0.762867  0.78862  0.809887  0.827387  0.782027
Building model...
Files already downloaded and verified
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
Building model...
